filepath,label
../data/dataset_split\train\C\sub-062_segment0032.npy,C
../data/dataset_split\train\C\sub-062_segment0033.npy,C
../data/dataset_split\train\C\sub-062_segment0034.npy,C
../data/dataset_split\train\C\sub-062_segment0035.npy,C
../data/dataset_split\train\C\sub-062_segment0036.npy,C
../data/dataset_split\train\C\sub-062_segment0037.npy,C
../data/dataset_split\train\C\sub-062_segment0038.npy,C
../data/dataset_split\train\C\sub-062_segment0039.npy,C
../data/dataset_split\train\C\sub-062_segment0040.npy,C
../data/dataset_split\train\C\sub-062_segment0041.npy,C
../data/dataset_split\train\C\sub-062_segment0042.npy,C
../data/dataset_split\train\C\sub-062_segment0043.npy,C
../data/dataset_split\train\C\sub-062_segment0044.npy,C
../data/dataset_split\train\C\sub-062_segment0045.npy,C
../data/dataset_split\train\C\sub-062_segment0046.npy,C
../data/dataset_split\train\C\sub-062_segment0047.npy,C
../data/dataset_split\train\C\sub-062_segment0048.npy,C
../data/dataset_split\train\C\sub-062_segment0049.npy,C
../data/dataset_split\train\C\sub-062_segment0050.npy,C
../data/dataset_split\train\C\sub-062_segment0051.npy,C
../data/dataset_split\train\C\sub-062_segment0052.npy,C
../data/dataset_split\train\C\sub-062_segment0053.npy,C
../data/dataset_split\train\C\sub-062_segment0054.npy,C
../data/dataset_split\train\C\sub-062_segment0055.npy,C
../data/dataset_split\train\C\sub-062_segment0056.npy,C
../data/dataset_split\train\C\sub-062_segment0057.npy,C
../data/dataset_split\train\C\sub-062_segment0058.npy,C
../data/dataset_split\train\C\sub-062_segment0059.npy,C
../data/dataset_split\train\C\sub-062_segment0060.npy,C
../data/dataset_split\train\C\sub-062_segment0061.npy,C
../data/dataset_split\train\C\sub-062_segment0062.npy,C
../data/dataset_split\train\C\sub-062_segment0063.npy,C
../data/dataset_split\train\C\sub-062_segment0064.npy,C
../data/dataset_split\train\C\sub-062_segment0065.npy,C
../data/dataset_split\train\C\sub-062_segment0066.npy,C
../data/dataset_split\train\C\sub-062_segment0067.npy,C
../data/dataset_split\train\C\sub-062_segment0068.npy,C
../data/dataset_split\train\C\sub-062_segment0069.npy,C
../data/dataset_split\train\C\sub-062_segment0070.npy,C
../data/dataset_split\train\C\sub-062_segment0071.npy,C
../data/dataset_split\train\C\sub-062_segment0072.npy,C
../data/dataset_split\train\C\sub-062_segment0073.npy,C
../data/dataset_split\train\C\sub-062_segment0074.npy,C
../data/dataset_split\train\C\sub-062_segment0075.npy,C
../data/dataset_split\train\C\sub-062_segment0076.npy,C
../data/dataset_split\train\C\sub-062_segment0077.npy,C
../data/dataset_split\train\C\sub-062_segment0078.npy,C
../data/dataset_split\train\C\sub-062_segment0079.npy,C
../data/dataset_split\train\C\sub-062_segment0080.npy,C
../data/dataset_split\train\C\sub-062_segment0081.npy,C
../data/dataset_split\train\C\sub-062_segment0082.npy,C
../data/dataset_split\train\C\sub-062_segment0083.npy,C
../data/dataset_split\train\C\sub-062_segment0084.npy,C
../data/dataset_split\train\C\sub-062_segment0085.npy,C
../data/dataset_split\train\C\sub-062_segment0086.npy,C
../data/dataset_split\train\C\sub-062_segment0087.npy,C
../data/dataset_split\train\C\sub-062_segment0088.npy,C
../data/dataset_split\train\C\sub-062_segment0089.npy,C
../data/dataset_split\train\C\sub-062_segment0090.npy,C
../data/dataset_split\train\C\sub-062_segment0091.npy,C
../data/dataset_split\train\C\sub-062_segment0092.npy,C
../data/dataset_split\train\C\sub-062_segment0093.npy,C
../data/dataset_split\train\C\sub-062_segment0094.npy,C
../data/dataset_split\train\C\sub-062_segment0095.npy,C
../data/dataset_split\train\C\sub-062_segment0096.npy,C
../data/dataset_split\train\C\sub-062_segment0097.npy,C
../data/dataset_split\train\C\sub-062_segment0098.npy,C
../data/dataset_split\train\C\sub-062_segment0099.npy,C
../data/dataset_split\train\C\sub-062_segment0100.npy,C
../data/dataset_split\train\C\sub-062_segment0101.npy,C
../data/dataset_split\train\C\sub-062_segment0102.npy,C
../data/dataset_split\train\C\sub-062_segment0103.npy,C
../data/dataset_split\train\C\sub-062_segment0104.npy,C
../data/dataset_split\train\C\sub-062_segment0105.npy,C
../data/dataset_split\train\C\sub-062_segment0106.npy,C
../data/dataset_split\train\C\sub-062_segment0107.npy,C
../data/dataset_split\train\C\sub-062_segment0108.npy,C
../data/dataset_split\train\C\sub-062_segment0109.npy,C
../data/dataset_split\train\C\sub-062_segment0110.npy,C
../data/dataset_split\train\C\sub-062_segment0111.npy,C
../data/dataset_split\train\C\sub-062_segment0112.npy,C
../data/dataset_split\train\C\sub-062_segment0113.npy,C
../data/dataset_split\train\C\sub-062_segment0114.npy,C
../data/dataset_split\train\C\sub-062_segment0115.npy,C
../data/dataset_split\train\C\sub-062_segment0116.npy,C
../data/dataset_split\train\C\sub-062_segment0117.npy,C
../data/dataset_split\train\C\sub-062_segment0118.npy,C
../data/dataset_split\train\C\sub-062_segment0119.npy,C
../data/dataset_split\train\C\sub-062_segment0120.npy,C
../data/dataset_split\train\C\sub-062_segment0121.npy,C
../data/dataset_split\train\C\sub-062_segment0122.npy,C
../data/dataset_split\train\C\sub-062_segment0123.npy,C
../data/dataset_split\train\C\sub-062_segment0124.npy,C
../data/dataset_split\train\C\sub-062_segment0125.npy,C
../data/dataset_split\train\C\sub-062_segment0126.npy,C
../data/dataset_split\train\C\sub-062_segment0127.npy,C
../data/dataset_split\train\C\sub-062_segment0128.npy,C
../data/dataset_split\train\C\sub-062_segment0129.npy,C
../data/dataset_split\train\C\sub-062_segment0130.npy,C
../data/dataset_split\train\C\sub-062_segment0131.npy,C
../data/dataset_split\train\C\sub-062_segment0132.npy,C
../data/dataset_split\train\C\sub-062_segment0133.npy,C
../data/dataset_split\train\C\sub-062_segment0134.npy,C
../data/dataset_split\train\C\sub-062_segment0135.npy,C
../data/dataset_split\train\C\sub-062_segment0136.npy,C
../data/dataset_split\train\C\sub-062_segment0137.npy,C
../data/dataset_split\train\C\sub-062_segment0138.npy,C
../data/dataset_split\train\C\sub-062_segment0139.npy,C
../data/dataset_split\train\C\sub-062_segment0140.npy,C
../data/dataset_split\train\C\sub-062_segment0141.npy,C
../data/dataset_split\train\C\sub-062_segment0142.npy,C
../data/dataset_split\train\C\sub-062_segment0143.npy,C
../data/dataset_split\train\C\sub-062_segment0144.npy,C
../data/dataset_split\train\C\sub-062_segment0145.npy,C
../data/dataset_split\train\C\sub-062_segment0146.npy,C
../data/dataset_split\train\C\sub-062_segment0147.npy,C
../data/dataset_split\train\C\sub-062_segment0148.npy,C
../data/dataset_split\train\C\sub-062_segment0149.npy,C
../data/dataset_split\train\C\sub-062_segment0150.npy,C
../data/dataset_split\train\C\sub-062_segment0151.npy,C
../data/dataset_split\train\C\sub-062_segment0152.npy,C
../data/dataset_split\train\C\sub-062_segment0153.npy,C
../data/dataset_split\train\C\sub-062_segment0154.npy,C
../data/dataset_split\train\C\sub-062_segment0155.npy,C
../data/dataset_split\train\C\sub-062_segment0156.npy,C
../data/dataset_split\train\C\sub-062_segment0157.npy,C
../data/dataset_split\train\C\sub-062_segment0158.npy,C
../data/dataset_split\train\C\sub-062_segment0159.npy,C
../data/dataset_split\train\C\sub-062_segment0160.npy,C
../data/dataset_split\train\C\sub-062_segment0161.npy,C
../data/dataset_split\train\C\sub-062_segment0162.npy,C
../data/dataset_split\train\C\sub-062_segment0163.npy,C
../data/dataset_split\train\C\sub-062_segment0164.npy,C
../data/dataset_split\train\C\sub-062_segment0165.npy,C
../data/dataset_split\train\C\sub-062_segment0166.npy,C
../data/dataset_split\train\C\sub-062_segment0167.npy,C
../data/dataset_split\train\C\sub-062_segment0168.npy,C
../data/dataset_split\train\C\sub-062_segment0169.npy,C
../data/dataset_split\train\C\sub-062_segment0170.npy,C
../data/dataset_split\train\C\sub-062_segment0171.npy,C
../data/dataset_split\train\C\sub-062_segment0172.npy,C
../data/dataset_split\train\C\sub-062_segment0173.npy,C
../data/dataset_split\train\C\sub-062_segment0174.npy,C
../data/dataset_split\train\C\sub-062_segment0175.npy,C
../data/dataset_split\train\C\sub-062_segment0176.npy,C
../data/dataset_split\train\C\sub-062_segment0177.npy,C
../data/dataset_split\train\C\sub-062_segment0178.npy,C
../data/dataset_split\train\C\sub-062_segment0179.npy,C
../data/dataset_split\train\C\sub-062_segment0180.npy,C
../data/dataset_split\train\C\sub-062_segment0181.npy,C
../data/dataset_split\train\C\sub-062_segment0182.npy,C
../data/dataset_split\train\C\sub-062_segment0183.npy,C
../data/dataset_split\train\C\sub-062_segment0184.npy,C
../data/dataset_split\train\C\sub-062_segment0185.npy,C
../data/dataset_split\train\C\sub-062_segment0186.npy,C
../data/dataset_split\train\C\sub-062_segment0187.npy,C
../data/dataset_split\train\C\sub-062_segment0188.npy,C
../data/dataset_split\train\C\sub-062_segment0189.npy,C
../data/dataset_split\train\C\sub-062_segment0190.npy,C
../data/dataset_split\train\C\sub-062_segment0191.npy,C
../data/dataset_split\train\C\sub-062_segment0192.npy,C
../data/dataset_split\train\C\sub-062_segment0193.npy,C
../data/dataset_split\train\C\sub-062_segment0194.npy,C
../data/dataset_split\train\C\sub-062_segment0195.npy,C
../data/dataset_split\train\C\sub-062_segment0196.npy,C
../data/dataset_split\train\C\sub-062_segment0197.npy,C
../data/dataset_split\train\C\sub-062_segment0198.npy,C
../data/dataset_split\train\C\sub-062_segment0199.npy,C
../data/dataset_split\train\C\sub-062_segment0200.npy,C
../data/dataset_split\train\C\sub-062_segment0201.npy,C
../data/dataset_split\train\C\sub-062_segment0202.npy,C
../data/dataset_split\train\C\sub-062_segment0203.npy,C
../data/dataset_split\train\C\sub-062_segment0204.npy,C
../data/dataset_split\train\C\sub-062_segment0205.npy,C
../data/dataset_split\train\C\sub-062_segment0206.npy,C
../data/dataset_split\train\C\sub-062_segment0207.npy,C
../data/dataset_split\train\C\sub-062_segment0208.npy,C
../data/dataset_split\train\C\sub-062_segment0209.npy,C
../data/dataset_split\train\C\sub-062_segment0210.npy,C
../data/dataset_split\train\C\sub-062_segment0211.npy,C
../data/dataset_split\train\C\sub-062_segment0212.npy,C
../data/dataset_split\train\C\sub-062_segment0213.npy,C
../data/dataset_split\train\C\sub-062_segment0214.npy,C
../data/dataset_split\train\C\sub-062_segment0215.npy,C
../data/dataset_split\train\C\sub-062_segment0216.npy,C
../data/dataset_split\train\C\sub-062_segment0217.npy,C
../data/dataset_split\train\C\sub-062_segment0218.npy,C
../data/dataset_split\train\C\sub-062_segment0219.npy,C
../data/dataset_split\train\C\sub-062_segment0220.npy,C
../data/dataset_split\train\C\sub-062_segment0221.npy,C
../data/dataset_split\train\C\sub-062_segment0222.npy,C
../data/dataset_split\train\C\sub-062_segment0223.npy,C
../data/dataset_split\train\C\sub-062_segment0224.npy,C
../data/dataset_split\train\C\sub-062_segment0225.npy,C
../data/dataset_split\train\C\sub-062_segment0226.npy,C
../data/dataset_split\train\C\sub-062_segment0227.npy,C
../data/dataset_split\train\C\sub-062_segment0228.npy,C
../data/dataset_split\train\C\sub-062_segment0229.npy,C
../data/dataset_split\train\C\sub-062_segment0230.npy,C
../data/dataset_split\train\C\sub-062_segment0231.npy,C
../data/dataset_split\train\C\sub-062_segment0232.npy,C
../data/dataset_split\train\C\sub-062_segment0233.npy,C
../data/dataset_split\train\C\sub-062_segment0234.npy,C
../data/dataset_split\train\C\sub-062_segment0235.npy,C
../data/dataset_split\train\C\sub-062_segment0236.npy,C
../data/dataset_split\train\C\sub-062_segment0237.npy,C
../data/dataset_split\train\C\sub-062_segment0238.npy,C
../data/dataset_split\train\C\sub-062_segment0239.npy,C
../data/dataset_split\train\C\sub-062_segment0240.npy,C
../data/dataset_split\train\C\sub-062_segment0241.npy,C
../data/dataset_split\train\C\sub-062_segment0242.npy,C
../data/dataset_split\train\C\sub-062_segment0243.npy,C
../data/dataset_split\train\C\sub-062_segment0244.npy,C
../data/dataset_split\train\C\sub-062_segment0245.npy,C
../data/dataset_split\train\C\sub-062_segment0246.npy,C
../data/dataset_split\train\C\sub-062_segment0247.npy,C
../data/dataset_split\train\C\sub-062_segment0248.npy,C
../data/dataset_split\train\C\sub-062_segment0249.npy,C
../data/dataset_split\train\C\sub-062_segment0250.npy,C
../data/dataset_split\train\C\sub-062_segment0251.npy,C
../data/dataset_split\train\C\sub-062_segment0252.npy,C
../data/dataset_split\train\C\sub-062_segment0253.npy,C
../data/dataset_split\train\C\sub-062_segment0254.npy,C
../data/dataset_split\train\C\sub-062_segment0255.npy,C
../data/dataset_split\train\C\sub-062_segment0256.npy,C
../data/dataset_split\train\C\sub-062_segment0257.npy,C
../data/dataset_split\train\C\sub-062_segment0258.npy,C
../data/dataset_split\train\C\sub-062_segment0259.npy,C
../data/dataset_split\train\C\sub-062_segment0260.npy,C
../data/dataset_split\train\C\sub-062_segment0261.npy,C
../data/dataset_split\train\C\sub-062_segment0262.npy,C
../data/dataset_split\train\C\sub-062_segment0263.npy,C
../data/dataset_split\train\C\sub-062_segment0264.npy,C
../data/dataset_split\train\C\sub-062_segment0265.npy,C
../data/dataset_split\train\C\sub-062_segment0266.npy,C
../data/dataset_split\train\C\sub-062_segment0267.npy,C
../data/dataset_split\train\C\sub-062_segment0268.npy,C
../data/dataset_split\train\C\sub-062_segment0269.npy,C
../data/dataset_split\train\C\sub-062_segment0270.npy,C
../data/dataset_split\train\C\sub-062_segment0271.npy,C
../data/dataset_split\train\C\sub-062_segment0272.npy,C
../data/dataset_split\train\C\sub-062_segment0273.npy,C
../data/dataset_split\train\C\sub-062_segment0274.npy,C
../data/dataset_split\train\C\sub-062_segment0275.npy,C
../data/dataset_split\train\C\sub-062_segment0276.npy,C
../data/dataset_split\train\C\sub-062_segment0277.npy,C
../data/dataset_split\train\C\sub-062_segment0278.npy,C
../data/dataset_split\train\C\sub-062_segment0279.npy,C
../data/dataset_split\train\C\sub-062_segment0280.npy,C
../data/dataset_split\train\C\sub-062_segment0281.npy,C
../data/dataset_split\train\C\sub-062_segment0282.npy,C
../data/dataset_split\train\C\sub-062_segment0283.npy,C
../data/dataset_split\train\C\sub-062_segment0284.npy,C
../data/dataset_split\train\C\sub-062_segment0285.npy,C
../data/dataset_split\train\C\sub-062_segment0286.npy,C
../data/dataset_split\train\C\sub-062_segment0287.npy,C
../data/dataset_split\train\C\sub-062_segment0288.npy,C
../data/dataset_split\train\C\sub-062_segment0289.npy,C
../data/dataset_split\train\C\sub-062_segment0290.npy,C
../data/dataset_split\train\C\sub-062_segment0291.npy,C
../data/dataset_split\train\C\sub-062_segment0292.npy,C
../data/dataset_split\train\C\sub-062_segment0293.npy,C
../data/dataset_split\train\C\sub-062_segment0294.npy,C
../data/dataset_split\train\C\sub-062_segment0295.npy,C
../data/dataset_split\train\C\sub-062_segment0296.npy,C
../data/dataset_split\train\C\sub-062_segment0297.npy,C
../data/dataset_split\train\C\sub-062_segment0298.npy,C
../data/dataset_split\train\C\sub-062_segment0299.npy,C
../data/dataset_split\train\C\sub-062_segment0300.npy,C
../data/dataset_split\train\C\sub-062_segment0301.npy,C
../data/dataset_split\train\C\sub-062_segment0302.npy,C
../data/dataset_split\train\C\sub-062_segment0303.npy,C
../data/dataset_split\train\C\sub-062_segment0304.npy,C
../data/dataset_split\train\C\sub-062_segment0305.npy,C
../data/dataset_split\train\C\sub-062_segment0306.npy,C
../data/dataset_split\train\C\sub-062_segment0307.npy,C
../data/dataset_split\train\C\sub-062_segment0308.npy,C
../data/dataset_split\train\C\sub-062_segment0309.npy,C
../data/dataset_split\train\C\sub-062_segment0310.npy,C
../data/dataset_split\train\C\sub-062_segment0311.npy,C
../data/dataset_split\train\C\sub-062_segment0312.npy,C
../data/dataset_split\train\C\sub-062_segment0313.npy,C
../data/dataset_split\train\C\sub-062_segment0314.npy,C
../data/dataset_split\train\C\sub-062_segment0315.npy,C
../data/dataset_split\train\C\sub-062_segment0316.npy,C
../data/dataset_split\train\C\sub-062_segment0317.npy,C
../data/dataset_split\train\C\sub-062_segment0318.npy,C
../data/dataset_split\train\C\sub-062_segment0319.npy,C
../data/dataset_split\train\C\sub-062_segment0320.npy,C
../data/dataset_split\train\C\sub-062_segment0321.npy,C
../data/dataset_split\train\C\sub-062_segment0322.npy,C
../data/dataset_split\train\C\sub-062_segment0323.npy,C
../data/dataset_split\train\C\sub-062_segment0324.npy,C
../data/dataset_split\train\C\sub-062_segment0325.npy,C
../data/dataset_split\train\C\sub-062_segment0326.npy,C
../data/dataset_split\train\C\sub-062_segment0327.npy,C
../data/dataset_split\train\C\sub-062_segment0328.npy,C
../data/dataset_split\train\C\sub-062_segment0329.npy,C
../data/dataset_split\train\C\sub-062_segment0330.npy,C
../data/dataset_split\train\C\sub-062_segment0331.npy,C
../data/dataset_split\train\C\sub-062_segment0332.npy,C
../data/dataset_split\train\C\sub-062_segment0333.npy,C
../data/dataset_split\train\C\sub-062_segment0334.npy,C
../data/dataset_split\train\C\sub-062_segment0335.npy,C
../data/dataset_split\train\C\sub-062_segment0336.npy,C
../data/dataset_split\train\C\sub-062_segment0337.npy,C
../data/dataset_split\train\C\sub-062_segment0338.npy,C
../data/dataset_split\train\C\sub-062_segment0339.npy,C
../data/dataset_split\train\C\sub-062_segment0340.npy,C
../data/dataset_split\train\C\sub-062_segment0341.npy,C
../data/dataset_split\train\C\sub-062_segment0342.npy,C
../data/dataset_split\train\C\sub-062_segment0343.npy,C
../data/dataset_split\train\C\sub-062_segment0344.npy,C
../data/dataset_split\train\C\sub-062_segment0345.npy,C
../data/dataset_split\train\C\sub-062_segment0346.npy,C
../data/dataset_split\train\C\sub-062_segment0347.npy,C
../data/dataset_split\train\C\sub-062_segment0348.npy,C
../data/dataset_split\train\C\sub-062_segment0349.npy,C
../data/dataset_split\train\C\sub-062_segment0350.npy,C
../data/dataset_split\train\C\sub-062_segment0351.npy,C
../data/dataset_split\train\C\sub-062_segment0352.npy,C
../data/dataset_split\train\C\sub-062_segment0353.npy,C
../data/dataset_split\train\C\sub-062_segment0354.npy,C
../data/dataset_split\train\C\sub-062_segment0355.npy,C
../data/dataset_split\train\C\sub-062_segment0356.npy,C
../data/dataset_split\train\C\sub-062_segment0357.npy,C
../data/dataset_split\train\C\sub-062_segment0358.npy,C
../data/dataset_split\train\C\sub-062_segment0359.npy,C
../data/dataset_split\train\C\sub-062_segment0360.npy,C
../data/dataset_split\train\C\sub-062_segment0361.npy,C
../data/dataset_split\train\C\sub-062_segment0362.npy,C
../data/dataset_split\train\C\sub-063_segment0000.npy,C
../data/dataset_split\train\C\sub-063_segment0001.npy,C
../data/dataset_split\train\C\sub-063_segment0002.npy,C
../data/dataset_split\train\C\sub-063_segment0003.npy,C
../data/dataset_split\train\C\sub-063_segment0004.npy,C
../data/dataset_split\train\C\sub-063_segment0005.npy,C
../data/dataset_split\train\C\sub-063_segment0006.npy,C
../data/dataset_split\train\C\sub-063_segment0007.npy,C
../data/dataset_split\train\C\sub-063_segment0008.npy,C
../data/dataset_split\train\C\sub-063_segment0009.npy,C
../data/dataset_split\train\C\sub-063_segment0010.npy,C
../data/dataset_split\train\C\sub-063_segment0011.npy,C
../data/dataset_split\train\C\sub-063_segment0012.npy,C
../data/dataset_split\train\C\sub-063_segment0013.npy,C
../data/dataset_split\train\C\sub-063_segment0014.npy,C
../data/dataset_split\train\C\sub-063_segment0015.npy,C
../data/dataset_split\train\C\sub-063_segment0016.npy,C
../data/dataset_split\train\C\sub-063_segment0017.npy,C
../data/dataset_split\train\C\sub-063_segment0018.npy,C
../data/dataset_split\train\C\sub-063_segment0019.npy,C
../data/dataset_split\train\C\sub-063_segment0020.npy,C
../data/dataset_split\train\C\sub-063_segment0021.npy,C
../data/dataset_split\train\C\sub-063_segment0022.npy,C
../data/dataset_split\train\C\sub-063_segment0023.npy,C
../data/dataset_split\train\C\sub-063_segment0024.npy,C
../data/dataset_split\train\C\sub-063_segment0025.npy,C
../data/dataset_split\train\C\sub-063_segment0026.npy,C
../data/dataset_split\train\C\sub-063_segment0027.npy,C
../data/dataset_split\train\C\sub-063_segment0028.npy,C
../data/dataset_split\train\C\sub-063_segment0029.npy,C
../data/dataset_split\train\C\sub-063_segment0030.npy,C
../data/dataset_split\train\C\sub-063_segment0031.npy,C
../data/dataset_split\train\C\sub-063_segment0032.npy,C
../data/dataset_split\train\C\sub-063_segment0033.npy,C
../data/dataset_split\train\C\sub-063_segment0034.npy,C
../data/dataset_split\train\C\sub-063_segment0035.npy,C
../data/dataset_split\train\C\sub-063_segment0036.npy,C
../data/dataset_split\train\C\sub-063_segment0037.npy,C
../data/dataset_split\train\C\sub-063_segment0038.npy,C
../data/dataset_split\train\C\sub-063_segment0039.npy,C
../data/dataset_split\train\C\sub-063_segment0040.npy,C
../data/dataset_split\train\C\sub-063_segment0041.npy,C
../data/dataset_split\train\C\sub-063_segment0042.npy,C
../data/dataset_split\train\C\sub-063_segment0043.npy,C
../data/dataset_split\train\C\sub-063_segment0044.npy,C
../data/dataset_split\train\C\sub-063_segment0045.npy,C
../data/dataset_split\train\C\sub-063_segment0046.npy,C
../data/dataset_split\train\C\sub-063_segment0047.npy,C
../data/dataset_split\train\C\sub-063_segment0048.npy,C
../data/dataset_split\train\C\sub-063_segment0049.npy,C
../data/dataset_split\train\C\sub-063_segment0050.npy,C
../data/dataset_split\train\C\sub-063_segment0051.npy,C
../data/dataset_split\train\C\sub-063_segment0052.npy,C
../data/dataset_split\train\C\sub-063_segment0053.npy,C
../data/dataset_split\train\C\sub-063_segment0054.npy,C
../data/dataset_split\train\C\sub-063_segment0055.npy,C
../data/dataset_split\train\C\sub-063_segment0056.npy,C
../data/dataset_split\train\C\sub-063_segment0057.npy,C
../data/dataset_split\train\C\sub-063_segment0058.npy,C
../data/dataset_split\train\C\sub-063_segment0059.npy,C
../data/dataset_split\train\C\sub-063_segment0060.npy,C
../data/dataset_split\train\C\sub-063_segment0061.npy,C
../data/dataset_split\train\C\sub-063_segment0062.npy,C
../data/dataset_split\train\C\sub-063_segment0063.npy,C
../data/dataset_split\train\C\sub-063_segment0064.npy,C
../data/dataset_split\train\C\sub-063_segment0065.npy,C
../data/dataset_split\train\C\sub-063_segment0066.npy,C
../data/dataset_split\train\C\sub-063_segment0067.npy,C
../data/dataset_split\train\C\sub-063_segment0068.npy,C
../data/dataset_split\train\C\sub-063_segment0069.npy,C
../data/dataset_split\train\C\sub-063_segment0070.npy,C
../data/dataset_split\train\C\sub-063_segment0071.npy,C
../data/dataset_split\train\C\sub-063_segment0072.npy,C
../data/dataset_split\train\C\sub-063_segment0073.npy,C
../data/dataset_split\train\C\sub-063_segment0074.npy,C
../data/dataset_split\train\C\sub-063_segment0075.npy,C
../data/dataset_split\train\C\sub-063_segment0076.npy,C
../data/dataset_split\train\C\sub-063_segment0077.npy,C
../data/dataset_split\train\C\sub-063_segment0078.npy,C
../data/dataset_split\train\C\sub-063_segment0079.npy,C
../data/dataset_split\train\C\sub-063_segment0080.npy,C
../data/dataset_split\train\C\sub-063_segment0081.npy,C
../data/dataset_split\train\C\sub-063_segment0082.npy,C
../data/dataset_split\train\C\sub-063_segment0083.npy,C
../data/dataset_split\train\C\sub-063_segment0084.npy,C
../data/dataset_split\train\C\sub-063_segment0085.npy,C
../data/dataset_split\train\C\sub-063_segment0086.npy,C
../data/dataset_split\train\C\sub-063_segment0087.npy,C
../data/dataset_split\train\C\sub-063_segment0088.npy,C
../data/dataset_split\train\C\sub-063_segment0089.npy,C
../data/dataset_split\train\C\sub-063_segment0090.npy,C
../data/dataset_split\train\C\sub-063_segment0091.npy,C
../data/dataset_split\train\C\sub-063_segment0092.npy,C
../data/dataset_split\train\C\sub-063_segment0093.npy,C
../data/dataset_split\train\C\sub-063_segment0094.npy,C
../data/dataset_split\train\C\sub-063_segment0095.npy,C
../data/dataset_split\train\C\sub-063_segment0096.npy,C
../data/dataset_split\train\C\sub-063_segment0097.npy,C
../data/dataset_split\train\C\sub-063_segment0098.npy,C
../data/dataset_split\train\C\sub-063_segment0099.npy,C
../data/dataset_split\train\C\sub-063_segment0100.npy,C
../data/dataset_split\train\C\sub-063_segment0101.npy,C
../data/dataset_split\train\C\sub-063_segment0102.npy,C
../data/dataset_split\train\C\sub-063_segment0103.npy,C
../data/dataset_split\train\C\sub-063_segment0104.npy,C
../data/dataset_split\train\C\sub-063_segment0105.npy,C
../data/dataset_split\train\C\sub-063_segment0106.npy,C
../data/dataset_split\train\C\sub-063_segment0107.npy,C
../data/dataset_split\train\C\sub-063_segment0108.npy,C
../data/dataset_split\train\C\sub-063_segment0109.npy,C
../data/dataset_split\train\C\sub-063_segment0110.npy,C
../data/dataset_split\train\C\sub-063_segment0111.npy,C
../data/dataset_split\train\C\sub-063_segment0112.npy,C
../data/dataset_split\train\C\sub-063_segment0113.npy,C
../data/dataset_split\train\C\sub-063_segment0114.npy,C
../data/dataset_split\train\C\sub-063_segment0115.npy,C
../data/dataset_split\train\C\sub-063_segment0116.npy,C
../data/dataset_split\train\C\sub-063_segment0117.npy,C
../data/dataset_split\train\C\sub-063_segment0118.npy,C
../data/dataset_split\train\C\sub-063_segment0119.npy,C
../data/dataset_split\train\C\sub-063_segment0120.npy,C
../data/dataset_split\train\C\sub-063_segment0121.npy,C
../data/dataset_split\train\C\sub-063_segment0122.npy,C
../data/dataset_split\train\C\sub-063_segment0123.npy,C
../data/dataset_split\train\C\sub-063_segment0124.npy,C
../data/dataset_split\train\C\sub-063_segment0125.npy,C
../data/dataset_split\train\C\sub-063_segment0126.npy,C
../data/dataset_split\train\C\sub-063_segment0127.npy,C
../data/dataset_split\train\C\sub-063_segment0128.npy,C
../data/dataset_split\train\C\sub-063_segment0129.npy,C
../data/dataset_split\train\C\sub-063_segment0130.npy,C
../data/dataset_split\train\C\sub-063_segment0131.npy,C
../data/dataset_split\train\C\sub-063_segment0132.npy,C
../data/dataset_split\train\C\sub-063_segment0133.npy,C
../data/dataset_split\train\C\sub-063_segment0134.npy,C
../data/dataset_split\train\C\sub-063_segment0135.npy,C
../data/dataset_split\train\C\sub-063_segment0136.npy,C
../data/dataset_split\train\C\sub-063_segment0137.npy,C
../data/dataset_split\train\C\sub-063_segment0138.npy,C
../data/dataset_split\train\C\sub-063_segment0139.npy,C
../data/dataset_split\train\C\sub-063_segment0140.npy,C
../data/dataset_split\train\C\sub-063_segment0141.npy,C
../data/dataset_split\train\C\sub-063_segment0142.npy,C
../data/dataset_split\train\C\sub-063_segment0143.npy,C
../data/dataset_split\train\C\sub-063_segment0144.npy,C
../data/dataset_split\train\C\sub-063_segment0145.npy,C
../data/dataset_split\train\C\sub-063_segment0146.npy,C
../data/dataset_split\train\C\sub-063_segment0147.npy,C
../data/dataset_split\train\C\sub-063_segment0148.npy,C
../data/dataset_split\train\C\sub-063_segment0149.npy,C
../data/dataset_split\train\C\sub-063_segment0150.npy,C
../data/dataset_split\train\C\sub-063_segment0151.npy,C
../data/dataset_split\train\C\sub-063_segment0152.npy,C
../data/dataset_split\train\C\sub-063_segment0153.npy,C
../data/dataset_split\train\C\sub-063_segment0154.npy,C
../data/dataset_split\train\C\sub-063_segment0155.npy,C
../data/dataset_split\train\C\sub-063_segment0156.npy,C
../data/dataset_split\train\C\sub-063_segment0157.npy,C
../data/dataset_split\train\C\sub-063_segment0158.npy,C
../data/dataset_split\train\C\sub-063_segment0159.npy,C
../data/dataset_split\train\C\sub-063_segment0160.npy,C
../data/dataset_split\train\C\sub-063_segment0161.npy,C
../data/dataset_split\train\C\sub-063_segment0162.npy,C
../data/dataset_split\train\C\sub-063_segment0163.npy,C
../data/dataset_split\train\C\sub-063_segment0164.npy,C
../data/dataset_split\train\C\sub-063_segment0165.npy,C
../data/dataset_split\train\C\sub-063_segment0166.npy,C
../data/dataset_split\train\C\sub-063_segment0167.npy,C
